name,source,vectors
30025 Си Цзиньпин назначен генеральным секретарем 18-го съезда КПК,opencorpora,"[0.5417578220367432, -0.9826359748840332, -2.256420612335205, 0.34277427196502686, 2.904266119003296, 0.9657137393951416, -0.06671937555074692, 5.840397834777832, -0.3469659388065338, -0.29485273361206055, 0.06118001416325569, 0.6980226635932922, 4.764138221740723, 0.05374822020530701, 0.7274453639984131, -4.987627029418945, -4.373298645019531, -0.17199598252773285, -0.3120114207267761, 0.8980676531791687, -5.707620620727539, 0.24576988816261292, 0.5709697604179382, -1.0492002964019775, 2.999948501586914, -1.829433560371399, -3.050124168395996, 1.04747474193573, -0.5018534064292908, 0.11019469797611237, 2.2633373737335205, -4.127326965332031, -1.6304938793182373, 3.1154162883758545, 3.868452310562134, 2.324841022491455, 2.3358314037323, -3.3651418685913086, -2.8556149005889893, -3.3396286964416504, 0.6255859732627869, -2.478510618209839, -2.0862483978271484, -5.311834812164307, -1.7376009225845337, 1.564178705215454, -0.5238408446311951, 1.3888102769851685, 0.21127557754516602, 2.7435050010681152, 1.8349088430404663, 0.13701458275318146, -2.805006504058838, 0.5570505261421204, 0.1272294670343399, 0.8759735822677612, 3.007513999938965, 0.10744908452033997, -0.03120805136859417, 0.6526241302490234, -4.815890789031982, 0.7023316025733948, -0.08072210848331451, 1.111085295677185, -3.016263723373413, -2.1598803997039795, 4.621702671051025, -1.661308765411377, 0.4044243395328522, -2.2113308906555176, 1.59527587890625, -2.4875481128692627, -1.6827423572540283, 0.4250826835632324, -1.4149824380874634, 4.303764343261719, 2.4145710468292236, 2.0173630714416504, -0.05706854537129402, 1.4868268966674805, 0.1314297765493393, -2.846170663833618, 3.062518358230591, 2.3861894607543945, -0.16070273518562317, 2.1968770027160645, 1.2613416910171509, 2.1448347568511963, -1.802237868309021, 2.5716445446014404, -3.235077381134033, -0.48795124888420105, 2.3949670791625977, 1.6604139804840088, -2.326450824737549, -0.8998875021934509, 0.9482574462890625, 0.7836427092552185, -1.6698527336120605, -1.316615104675293]"
Татарстан готовится отметить двадцатилетие суверенитета,opencorpora,"[-0.503341794013977, 3.457693338394165, -3.4651074409484863, 7.76485013961792, 3.7033634185791016, -2.2596993446350098, -2.323122978210449, 5.364119529724121, 1.053431749343872, -1.9295108318328857, 1.1748104095458984, -0.22971463203430176, 2.0248165130615234, -0.31176719069480896, 1.52640700340271, -5.598803520202637, -4.819873332977295, 1.1032077074050903, 0.17908579111099243, -1.2311209440231323, -0.9723564386367798, 0.6338260769844055, -1.5927109718322754, 0.33542418479919434, 0.40057283639907837, -4.378822326660156, -2.1680803298950195, -0.301509290933609, -2.7932016849517822, -0.6241826415061951, -3.618825674057007, -8.48088550567627, 1.5172698497772217, 0.6096652746200562, 6.744966983795166, -2.0552453994750977, 3.4998974800109863, -0.24862679839134216, 0.6987899541854858, -5.173367023468018, -1.5010888576507568, -5.422285556793213, 0.30052006244659424, 0.9177501201629639, -6.490549087524414, -2.6578266620635986, 0.09499484300613403, 0.23814918100833893, -0.5634421110153198, 1.1571091413497925, 3.5450615882873535, 0.40910837054252625, -6.308752536773682, -1.4229544401168823, -2.0590455532073975, -3.6710119247436523, 0.9873033165931702, 1.684067726135254, 1.574744462966919, -0.07316599041223526, -1.563734531402588, -1.240752100944519, 0.6980364322662354, 0.10073606669902802, -3.7887661457061768, -0.8306727409362793, -1.1894432306289673, -3.5586612224578857, 1.5121163129806519, 3.110471725463867, 1.7613489627838135, -4.714211940765381, -2.8944432735443115, -1.9123040437698364, -1.0633550882339478, 3.2972891330718994, -0.9418409466743469, -1.1138299703598022, -0.3151334226131439, -0.8176267147064209, 1.5409290790557861, 0.33686742186546326, 0.08626382797956467, -0.1688774675130844, -1.1877471208572388, 1.080847144126892, -0.39646580815315247, 1.635467767715454, -2.942765235900879, 0.9327155351638794, -3.5703814029693604, 1.087231159210205, 5.50187873840332, 6.073250770568848, -0.0019393563270568848, 3.7684762477874756, 1.5749683380126953, 0.07773508876562119, 3.0874061584472656, -1.6976455450057983]"
35232 Сеул берёт в свои руки объединение с Пхеньяном,opencorpora,"[0.36184877157211304, -0.3034518361091614, 1.4727199077606201, 1.102668046951294, -0.9553945064544678, 0.16493912041187286, 0.6264671683311462, 7.415998458862305, -0.483446329832077, -0.7602252960205078, -1.0280667543411255, 0.37322625517845154, 3.3952338695526123, 1.865224003791809, 1.2748950719833374, 3.994093894958496, -2.0204951763153076, -1.0814828872680664, -1.3990243673324585, 4.341554641723633, -1.4906291961669922, -1.025692343711853, 0.7085572481155396, -1.9207696914672852, -0.12272282689809799, -0.4176594316959381, 1.2339180707931519, 3.9431867599487305, -1.439731240272522, 0.003174032084643841, -0.7206645011901855, -0.6401732563972473, -0.4722655713558197, 3.201787233352661, 2.78848934173584, 0.5833601951599121, 1.774366855621338, 1.6043052673339844, -2.2975270748138428, 3.2587525844573975, -0.7689955830574036, -4.152252197265625, -2.410266637802124, -4.397707462310791, -0.4896625876426697, -1.7560464143753052, -1.1523358821868896, 1.4169936180114746, -0.3004211485385895, 1.2511193752288818, 2.6912992000579834, -3.357434034347534, 1.4490541219711304, -0.4130638539791107, -1.165413737297058, 0.28469330072402954, -0.2515444755554199, 4.02554988861084, 3.5362658500671387, -1.716097116470337, -1.4493021965026855, 1.2847099304199219, 1.571571707725525, -1.7007777690887451, -0.8769766092300415, -2.0750205516815186, 2.953979730606079, 0.5744252800941467, -1.3891873359680176, -0.985556960105896, -2.0673487186431885, 0.050764575600624084, -4.633463382720947, -0.20182715356349945, -0.7307717800140381, 0.7133272886276245, 0.9236926436424255, 1.083426594734192, 0.39506590366363525, -3.3592324256896973, 2.988504409790039, 0.7637316584587097, 3.9854989051818848, -3.3260273933410645, 0.8763890862464905, 2.2896947860717773, 3.7618765830993652, 3.0545997619628906, 0.041635043919086456, -0.33067813515663147, -3.1465954780578613, 2.1465423107147217, -2.5867114067077637, 0.6128430962562561, 4.058401107788086, 0.04554399475455284, -0.2825316786766052, -0.2339344322681427, 0.4025321304798126, -1.783695101737976]"
13646 Антиалкогольный аутотренинг,opencorpora,"[-0.9422943592071533, 1.8101856708526611, 1.6241708993911743, -1.8411160707473755, 0.06594525277614594, -1.8389884233474731, -3.1413681507110596, 4.402870178222656, 1.1486315727233887, 2.403698205947876, -0.17064021527767181, -2.5594615936279297, -2.300527334213257, 2.297023057937622, 5.114102363586426, -2.5022521018981934, -1.3901876211166382, -0.4633331298828125, 3.04373836517334, -0.7302519679069519, 1.5585967302322388, -1.2757272720336914, 3.6996266841888428, -2.76132869720459, -3.354553461074829, 0.44668683409690857, -2.2722015380859375, 0.51430743932724, 0.43077731132507324, -1.2580558061599731, -0.4657993018627167, -0.682140588760376, 5.340124130249023, 1.018170952796936, 1.6478301286697388, -0.6369173526763916, 4.0008344650268555, 1.2634466886520386, 1.5420575141906738, -0.5145493149757385, 2.755265951156616, -6.073533535003662, 1.013259768486023, -2.9881200790405273, -2.2030422687530518, 3.7368662357330322, -6.079479694366455, 0.5901451110839844, -5.511199474334717, 2.7732927799224854, 5.81132173538208, -4.855850696563721, -2.8919050693511963, 1.9229857921600342, -1.6655688285827637, -1.0444071292877197, 0.8299954533576965, -0.0203920379281044, 3.346130132675171, -1.167466640472412, -3.1167399883270264, -0.6988756060600281, -0.9056840538978577, -0.16683289408683777, 0.7133697271347046, 4.1930975914001465, -2.7038278579711914, 2.2325797080993652, 3.316924810409546, 2.482893705368042, 0.3415752351284027, -1.6492130756378174, -2.843550443649292, 1.0525670051574707, 0.050318650901317596, -0.9306849837303162, 2.2375986576080322, 0.036221932619810104, 1.7853455543518066, 1.8248811960220337, 3.9491703510284424, -1.8909447193145752, -0.3563852608203888, -2.4631474018096924, 0.26366373896598816, 3.471203565597534, 1.57761549949646, -0.16322997212409973, -4.119657039642334, 1.3646103143692017, -1.401969075202942, -6.907315731048584, 0.05522795394062996, 3.389103651046753, 0.5137194991111755, -0.4441896677017212, 0.652287483215332, -2.1827495098114014, -0.10464216768741608, -1.726200819015503]"
003291 Unison,opencorpora,"[1.5920974016189575, 3.6752471923828125, -4.393893718719482, 2.4872004985809326, 3.3841660022735596, -1.530867099761963, -7.383606910705566, 2.643400192260742, -0.9248515367507935, -0.11963090300559998, 0.07489874213933945, -3.668773889541626, -2.7629754543304443, -1.0714088678359985, 1.3859097957611084, -0.930009126663208, 0.4431637227535248, 1.4605133533477783, 4.186413764953613, 0.39188137650489807, 1.4541064500808716, 1.4094090461730957, -3.471238613128662, -0.5985701084136963, -0.9030848145484924, -1.5803488492965698, -2.5782246589660645, -1.754269003868103, -2.0643649101257324, 0.22055117785930634, 0.9723238348960876, 1.13422691822052, -1.27162766456604, 1.242720127105713, 7.40185546875, 1.9452136754989624, -1.4875242710113525, 2.388341188430786, -0.9716055393218994, -2.9842779636383057, -1.127883791923523, 1.766990303993225, -0.647342324256897, 0.470542848110199, 0.35172051191329956, 1.4967290163040161, -0.31360968947410583, 3.2000370025634766, -2.087515115737915, 3.585871696472168, 2.8975448608398438, 6.403648853302002, 0.5122923851013184, 0.3379065692424774, -0.6700171232223511, 0.10308260470628738, 3.8759992122650146, 0.1924702525138855, 4.319208145141602, -2.2047698497772217, -0.33412009477615356, -3.921250104904175, -2.8054311275482178, -0.7418172955513, 0.577228307723999, 1.1548863649368286, 4.896442890167236, 0.35145172476768494, 2.7790300846099854, -3.192539930343628, 0.4608636200428009, 1.9075312614440918, -4.2881550788879395, -2.5195963382720947, 1.7432724237442017, -3.8016629219055176, 1.6286706924438477, 2.573829174041748, -0.1477223038673401, 5.5908355712890625, 0.8500431776046753, 2.542304277420044, 5.279581069946289, -2.7973527908325195, 3.4792110919952393, 0.5935949087142944, -3.2449288368225098, 3.282938241958618, 0.9806821346282959, 1.9511908292770386, 1.3237552642822266, -1.465268611907959, -0.5376835465431213, -0.9089613556861877, -1.4923601150512695, -4.033259391784668, 1.5453379154205322, -0.708264946937561, 0.13055533170700073, -1.892408847808838]"
075485 Возможности человека безграничны ,opencorpora,"[1.0256460905075073, 1.1471281051635742, -1.9709272384643555, 0.24362346529960632, -0.20112334191799164, -1.298470139503479, -0.6918901801109314, 1.0146278142929077, -0.35364866256713867, -2.230473518371582, -0.5275951623916626, -0.9772526621818542, 0.9943293929100037, -1.6729662418365479, 0.8798122406005859, -0.40567746758461, -1.330021619796753, 0.8979618549346924, 2.138848066329956, 0.7966517210006714, 0.3126647174358368, 1.7471023797988892, 0.5572599768638611, -0.06323237717151642, -1.9634456634521484, -1.4870566129684448, -1.4105719327926636, 0.2682817876338959, -0.5644703507423401, -1.4998263120651245, -0.011011636815965176, -0.32571977376937866, -1.8426995277404785, 0.3933216333389282, 0.010790291242301464, 0.13780483603477478, 0.7771615982055664, 0.5957356095314026, -0.5670341849327087, -1.969834327697754, 1.0129648447036743, -2.869274616241455, -0.47204214334487915, -0.12067826092243195, -1.1406301259994507, 1.0944011211395264, -0.6376489996910095, 0.6878207325935364, -0.43724286556243896, -0.039836712181568146, 0.558215856552124, 0.932111918926239, 0.42167872190475464, -0.018702084198594093, 0.1485319435596466, 0.4595480263233185, -0.7571101188659668, -0.6491712927818298, -0.8080319762229919, -0.16998550295829773, 0.5863010287284851, -1.026085376739502, -1.6375826597213745, -0.6365541219711304, 0.011138624511659145, 1.7097349166870117, 1.8654215335845947, -1.4998513460159302, -0.9854479432106018, -1.1897472143173218, -1.0038601160049438, -0.12192057818174362, -1.8433641195297241, 1.160412073135376, 0.8208096623420715, -0.5403431057929993, 1.1434563398361206, -0.2925560176372528, 1.7727962732315063, 1.587904453277588, 0.44795218110084534, -1.2137808799743652, 1.9799288511276245, 0.054973769932985306, -1.2764538526535034, 2.7997305393218994, 0.6245502829551697, -0.40355440974235535, -0.9276507496833801, 1.1552038192749023, 0.6084041595458984, 0.38975435495376587, 0.5675314664840698, -0.6469185948371887, 0.32417669892311096, 0.5515351295471191, 0.46741682291030884, 1.9608407020568848, -0.13662253320217133, -1.8944827318191528]"
0024904 Самая лучшая школа игры на скрипке,opencorpora,"[0.4726412296295166, 1.3739978075027466, -2.7200098037719727, -1.013350486755371, -0.4747084677219391, -0.5399519801139832, -0.11334928125143051, 0.38336578011512756, -0.053116291761398315, -1.4618710279464722, -0.26425474882125854, -1.0218617916107178, 1.1279155015945435, -0.43685653805732727, 1.2527194023132324, -0.649017870426178, -1.4039223194122314, -0.7038775682449341, -1.183100700378418, 0.4608507752418518, 0.1104060560464859, -0.27171823382377625, 0.4902966320514679, -1.4442604780197144, -0.21789075434207916, -1.2322362661361694, -0.8928883075714111, 0.882922887802124, 0.48662370443344116, -0.3026338815689087, 0.10981335490942001, -0.5584239959716797, 0.931176483631134, 0.4936586916446686, 0.4185197949409485, -0.6632775664329529, 1.4896161556243896, 1.3270440101623535, 0.0278827715665102, -1.536637544631958, 0.5523920059204102, -1.0590914487838745, 0.9800569415092468, -1.0740001201629639, 0.43719321489334106, -0.9540690779685974, -1.2405372858047485, 0.3822232484817505, 0.43477627635002136, -0.8763659000396729, 2.2466466426849365, -0.6911441683769226, 1.0307080745697021, -0.9909824728965759, 0.047475796192884445, 1.0964850187301636, 0.1563672423362732, -0.1215435117483139, -0.5617270469665527, -0.694911777973175, 0.42468979954719543, -1.2774606943130493, -0.7791707515716553, -0.18982265889644623, -0.37233588099479675, 1.3235080242156982, 0.8863590359687805, -2.2852139472961426, -0.3616155683994293, 0.9113197326660156, 0.20898927748203278, -0.7916642427444458, -1.202531099319458, -0.3425975739955902, 1.8619093894958496, 0.08114619553089142, 2.2672481536865234, -0.5462285876274109, 1.8701528310775757, 0.4330495595932007, -0.155143603682518, 0.05242133140563965, 2.520043134689331, 1.0217465162277222, 0.438754677772522, 2.3572800159454346, 0.02538357302546501, 0.09866964817047119, -1.198190689086914, 0.7209135890007019, -0.08244260400533676, -0.5200666785240173, 1.3038250207901, -0.60902339220047, 0.11162769794464111, -0.6795849204063416, 0.5967580080032349, -0.5305838584899902, 0.5824596881866455, -0.058670345693826675]"
Кабаре,opencorpora,"[-3.0663444995880127, -2.1085147857666016, -3.3882930278778076, -4.173386573791504, 0.4704838991165161, -2.2503180503845215, -3.860109806060791, 4.197300910949707, -2.6155104637145996, 0.14930228888988495, -2.6404192447662354, 0.43817394971847534, 2.048069715499878, 0.13817553222179413, 0.5171197652816772, -1.116211175918579, -1.6917507648468018, 0.8462561964988708, -1.5636481046676636, 2.099133253097534, 0.8124423027038574, 2.9919817447662354, 1.433260440826416, -4.0201096534729, 3.070199728012085, -1.4808639287948608, -4.197271823883057, 2.0343430042266846, 1.9834786653518677, -1.6530295610427856, 0.6280913949012756, -0.8153198957443237, -1.0631978511810303, 2.407957077026367, 0.7126895189285278, -1.8389668464660645, 2.508629083633423, -2.2023167610168457, 0.3798878490924835, -1.6923160552978516, -1.228073000907898, -0.4859779477119446, 2.2622833251953125, -2.0529515743255615, 0.9452862739562988, -0.01955300383269787, 1.323914885520935, -0.992012083530426, 3.456993341445923, 4.636207580566406, 5.479734420776367, -0.24184606969356537, 1.8581355810165405, -2.9704670906066895, 0.3335632085800171, -1.571326494216919, 2.2441937923431396, 0.5074440836906433, 0.7560266256332397, -0.7223392724990845, -0.8425697088241577, 1.0767104625701904, -3.9831676483154297, 3.0408284664154053, -3.114525079727173, -0.3765057325363159, -0.8282955884933472, 2.5299997329711914, -2.500697374343872, -1.878698706626892, 2.1946988105773926, -3.3122808933258057, -1.9469093084335327, -2.3441765308380127, 3.8084371089935303, 1.143492341041565, 4.934843063354492, 2.075104236602783, 0.26261308789253235, -1.4951637983322144, -1.2297323942184448, -0.22666685283184052, 8.09142017364502, 2.1654207706451416, 0.8933112621307373, 2.466055393218994, -3.29516863822937, 0.43676188588142395, 0.5964213609695435, 0.6420688033103943, 4.969667434692383, 1.9827293157577515, 0.7771416306495667, -0.22446036338806152, -1.7197707891464233, 1.8558050394058228, -0.7086292505264282, -1.518269419670105, 5.075709819793701, 1.3684189319610596]"
0085588 Широко известна версия шахмат,opencorpora,"[-0.49841827154159546, 0.017057308927178383, -1.7417280673980713, -0.9887057542800903, 0.3711071014404297, -2.097348928451538, 1.9134702682495117, 0.22109070420265198, 0.4382213354110718, -1.5611282587051392, 2.0260016918182373, 1.6000230312347412, 1.6363850831985474, -0.21173188090324402, 2.043196678161621, -0.3331066370010376, -5.1947340965271, -0.7473856210708618, 0.7927656173706055, 0.21432939171791077, -3.1600544452667236, 2.9320857524871826, 3.227979898452759, -0.4524369537830353, 1.2986990213394165, -1.1056879758834839, -1.5776219367980957, -0.06802873313426971, 0.7363777160644531, -2.917958974838257, -2.22458815574646, -2.6543819904327393, 2.334120988845825, 2.572159767150879, 1.0299769639968872, 2.1992459297180176, -2.046940565109253, 2.539915084838867, 0.07732042670249939, -0.27980414032936096, -2.4826760292053223, -0.0864826962351799, -1.0598809719085693, -0.10445236414670944, 1.1600043773651123, 0.3517869710922241, -3.5377144813537598, 2.428812026977539, -1.5347082614898682, -1.128574013710022, 1.7883141040802002, 0.12678824365139008, -0.9310735464096069, -0.03128493204712868, 1.7387275695800781, 0.7039551734924316, 3.2017014026641846, -2.328443765640259, 1.9458990097045898, 0.5948264002799988, -0.34116196632385254, -3.7926807403564453, 0.27624908089637756, -0.3340089023113251, -2.486130952835083, 1.9849843978881836, 3.4696686267852783, -4.26772403717041, -0.11192332208156586, -0.8577702045440674, -0.8845010995864868, -1.6124857664108276, -1.7179652452468872, -1.0320286750793457, 1.9442088603973389, 1.3001192808151245, 4.23237419128418, 4.57898473739624, 0.27425408363342285, 3.704585552215576, -0.17335478961467743, -0.36326998472213745, 3.897125720977783, -0.620680570602417, -0.7016782760620117, 2.6876018047332764, 0.10483044385910034, -0.19205543398857117, 0.897258996963501, 1.273460030555725, 0.40859314799308777, -0.2185463160276413, 0.9984956383705139, 0.6919686198234558, 0.9966228008270264, -0.576145350933075, 0.40549221634864807, -0.4903191030025482, 0.4954349398612976, 2.5888733863830566]"
Сиракава-го и Гокаяма,opencorpora,"[1.1161975860595703, -1.5355803966522217, -2.132026195526123, -2.6660211086273193, -1.6101442575454712, -1.2926480770111084, -2.802595853805542, 3.150934934616089, -4.364553451538086, -1.7892876863479614, -3.8769969940185547, 1.3434042930603027, -0.7807869911193848, -0.7514497637748718, 1.5713557004928589, -1.406389832496643, -2.062946319580078, 1.2312942743301392, -1.822434663772583, 2.310346841812134, 0.42391204833984375, -0.29915866255760193, 0.4381241202354431, -3.172018051147461, 1.8965461254119873, -3.24066424369812, -1.262279987335205, 4.1143999099731445, -4.57806396484375, 2.374051809310913, -2.031784772872925, -3.8453824520111084, 2.638986587524414, 0.7010664939880371, 0.8943066000938416, -1.5851762294769287, 2.902831792831421, 0.7160100936889648, -3.969057321548462, -3.94238543510437, 0.45242443680763245, -2.0617434978485107, -1.5655033588409424, -2.7711331844329834, 1.6819387674331665, -1.2718404531478882, 2.6060097217559814, 0.690485954284668, 0.09402541816234589, -0.5138199329376221, 0.8390451669692993, -0.7761657238006592, 0.7492877244949341, 0.008380723185837269, 1.1468923091888428, -3.8869504928588867, -0.14762352406978607, 0.7862521409988403, -2.385692834854126, -1.9810218811035156, -1.590120792388916, 0.9183230400085449, -1.0019915103912354, 2.2949283123016357, 2.50544810295105, 1.5690250396728516, 1.1454871892929077, -1.7362412214279175, 2.3188631534576416, 3.863361120223999, -1.140230655670166, -0.16180554032325745, -1.2535301446914673, -1.3009576797485352, 1.988189697265625, 3.198613166809082, 2.561042070388794, -3.762193202972412, 0.7393706440925598, 0.38003644347190857, 1.0934710502624512, -1.5143892765045166, 3.851533889770508, 0.14329656958580017, 1.9254298210144043, 2.567369222640991, 0.8086345195770264, 5.028285026550293, -0.20697318017482758, -1.64433753490448, 0.2692737281322479, -0.36211898922920227, -1.2927395105361938, -0.2985779047012329, -0.1438959240913391, 0.433274507522583, 2.016037940979004, -2.0665745735168457, -0.002779622096568346, -1.0585589408874512]"
Статья 17. Правоспособность гражданина,opencorpora,"[0.31572091579437256, 0.19132570922374725, -1.0994781255722046, 1.35908842086792, -1.7770954370498657, -2.3152356147766113, -2.24094557762146, -0.8711305260658264, -0.046603426337242126, -0.5187974572181702, -0.5507665872573853, -0.8824082016944885, 2.4260365962982178, 1.027211308479309, 1.2956862449645996, 0.9376222491264343, -2.3013510704040527, -0.48266592621803284, -0.14310112595558167, -0.6895737648010254, 0.5476109385490417, -1.2050626277923584, 1.014426350593567, -0.6218491196632385, 1.5380884408950806, -1.5993521213531494, -0.26851993799209595, 1.0154529809951782, -1.1954336166381836, 0.0816633477807045, 2.7460553646087646, 0.880253791809082, -0.6759494543075562, -2.108612537384033, 3.2592122554779053, 0.5778366327285767, -0.4964553117752075, 1.5706833600997925, -2.7393341064453125, 0.2518968880176544, 1.3503423929214478, 0.4745342433452606, -0.24143487215042114, -1.3129781484603882, -1.5558654069900513, -2.9350361824035645, 2.0105621814727783, 1.032619595527649, 2.6605136394500732, 2.0236876010894775, 0.9171584844589233, 2.293476104736328, 0.3218441903591156, 2.109818458557129, -0.6831849813461304, 0.839133620262146, -1.2860891819000244, 1.0924017429351807, -3.0414276123046875, -0.7970859408378601, 0.05637821555137634, 0.44854480028152466, -1.3673125505447388, 0.7596351504325867, -2.8757519721984863, 4.654207706451416, -0.024687206372618675, 1.874483346939087, 3.3960704803466797, 0.04510922357439995, -0.7447441220283508, 0.2625976502895355, -1.939616084098816, -1.0578765869140625, 1.350278615951538, 0.6227706670761108, 1.3837318420410156, -1.6022647619247437, 2.073058605194092, 1.1705025434494019, 3.0654137134552, -0.26617392897605896, 3.8840816020965576, 0.1611294448375702, 3.2603180408477783, -0.012581979855895042, 0.36404523253440857, -0.41864094138145447, -1.3003357648849487, 1.5690966844558716, -0.04253251478075981, 1.8973734378814697, 0.06972447782754898, -1.8281645774841309, 3.774094820022583, 1.6245033740997314, -2.266469717025757, 0.9149027466773987, 0.155544251203537, 1.3103814125061035]"
004696 Космический праздник ,opencorpora,"[1.0463292598724365, -0.49027207493782043, -1.3844823837280273, -3.697399616241455, -0.5132179856300354, 0.30444425344467163, -0.7185446619987488, 1.384460687637329, -1.4107295274734497, -1.7102872133255005, 0.7376684546470642, 1.554801106452942, 3.4365389347076416, -0.1745067536830902, -1.8149387836456299, 0.9963494539260864, -3.933079242706299, 0.36124739050865173, -1.5921136140823364, 1.4243136644363403, -2.904514789581299, -0.6653414964675903, 1.2575488090515137, -3.7820372581481934, -0.7430939078330994, -4.2923712730407715, -0.9879785180091858, -0.5072315335273743, 2.295682430267334, 0.48962995409965515, 0.4454256296157837, -3.7322239875793457, 1.0264126062393188, 2.7197344303131104, 0.27965453267097473, -0.45931145548820496, 1.9640886783599854, -2.5075151920318604, -0.5578532218933105, -0.5645558834075928, -1.8593778610229492, -0.9185436964035034, 0.5284570455551147, 1.2630244493484497, -0.9378860592842102, -1.5386245250701904, -0.9247758388519287, 0.7551025152206421, -1.2663108110427856, 0.5712005496025085, 0.660377562046051, -1.4632760286331177, -0.9856574535369873, -2.9882466793060303, -3.152345895767212, -1.9313740730285645, 2.0264291763305664, 0.6839169859886169, 2.578599452972412, -0.12379657477140427, 2.0920627117156982, -3.083501100540161, -4.309131622314453, -0.6438403129577637, -2.440218687057495, 3.2671968936920166, 0.3259006142616272, 1.2106800079345703, 0.2654411792755127, -0.47143715620040894, -0.6484848260879517, -1.1414446830749512, 0.05394444242119789, -0.030099431052803993, 1.1078131198883057, -0.6604676842689514, 0.7135306596755981, 0.2560368776321411, -0.5311375260353088, 0.046839721500873566, -1.203108787536621, -0.33400917053222656, 2.969428539276123, 5.452184677124023, 0.5662269592285156, 3.015202283859253, 2.9796767234802246, -2.549955368041992, 0.0641324520111084, 0.5316265225410461, -1.2849293947219849, -0.15722903609275818, 0.9132712483406067, -1.7934768199920654, 1.8451838493347168, 1.1181107759475708, -0.09991851449012756, -0.23125241696834564, -0.5714600086212158, 0.11458011716604233]"
2012-04-29 В Цаговском лесу задержан активист Иван Лебедев,opencorpora,"[-0.4888158142566681, 1.4658664464950562, -0.2422509342432022, 2.406170129776001, -1.5420397520065308, -1.1023632287979126, 0.9708834290504456, 4.353915214538574, -0.03532624617218971, -1.3181627988815308, -0.553176999092102, 0.6938709616661072, 0.5861936807632446, 1.868945598602295, 0.0319984033703804, 0.3540862202644348, 0.08453083783388138, 0.8875918984413147, -0.28753194212913513, 0.13288049399852753, -1.8428318500518799, -0.5280744433403015, 2.457700729370117, -1.4016010761260986, 0.5918178558349609, -1.494641900062561, 1.4742355346679688, 2.795130491256714, -0.282489538192749, 1.5525270700454712, 0.46420758962631226, 1.1788169145584106, -1.6783740520477295, 0.7280641794204712, 0.26040253043174744, -2.527055025100708, -0.6777253746986389, -0.33381953835487366, 1.7650395631790161, 0.6101860404014587, 1.6870696544647217, 1.7466322183609009, -3.0375123023986816, 1.457857608795166, -0.8044814467430115, 0.8123564720153809, 0.3802207410335541, -0.8571557998657227, 1.0140496492385864, 0.07192183285951614, 2.353659152984619, -0.6852579712867737, -0.5348204970359802, -0.19136959314346313, 0.3012012243270874, 3.4513683319091797, 0.4664901793003082, -2.1717464923858643, 2.0691962242126465, -1.7075704336166382, -2.845283031463623, -4.65205717086792, -2.8003909587860107, 0.535792350769043, -1.3002218008041382, 1.1540757417678833, -1.280255913734436, -3.7877445220947266, -2.1549339294433594, 1.1288785934448242, -1.4521982669830322, -0.5101662874221802, -0.5405274629592896, -0.8063445091247559, -1.3468965291976929, 3.353361129760742, -0.05021762475371361, -0.7470737099647522, 1.6415833234786987, 1.9801573753356934, -0.07528546452522278, 0.5982920527458191, -0.11718111485242844, 2.2200357913970947, 0.09009134024381638, 3.0244433879852295, 2.4893381595611572, 2.2244374752044678, -2.4309542179107666, -1.8480584621429443, -1.7839800119400024, 0.48894864320755005, 0.37345272302627563, -0.5022960901260376, 1.5217602252960205, 4.748695373535156, -0.019053399562835693, -1.895477294921875, 1.4088701009750366, -1.1053590774536133]"
