name,source,vectors
10754 Оскаровская гонка уже началась,opencorpora,"[2.6144967079162598, 3.190548896789551, -0.7184839248657227, -4.4080939292907715, 0.5452070832252502, -2.30426025390625, -1.1685065031051636, 1.337009072303772, 0.6177495121955872, 0.1838160902261734, -2.663877010345459, -0.6938585638999939, 4.683399677276611, 2.025374174118042, -2.8456051349639893, -1.3299157619476318, -1.4233779907226562, 0.7115828990936279, -0.3313661515712738, 4.7781572341918945, 0.2303646206855774, 1.7602769136428833, 2.283022403717041, -6.233397960662842, 3.051992416381836, 1.7742326259613037, -0.790470540523529, -0.04902684688568115, -0.15434472262859344, -2.092087745666504, 3.492070436477661, 1.3076523542404175, -2.105032444000244, 1.2988251447677612, -1.6992963552474976, -1.7919578552246094, 2.397705078125, 0.3187440037727356, -4.357423782348633, -2.1931629180908203, -4.337097644805908, 0.07192981243133545, 2.643115758895874, -2.812621831893921, 0.3537778854370117, 0.509229838848114, -3.16770601272583, 2.7423017024993896, -4.7717390060424805, 3.1178572177886963, 4.114114284515381, -0.31542104482650757, -0.523639976978302, -3.111506700515747, -2.6545422077178955, 2.4811782836914062, 1.7810131311416626, -3.780156135559082, -2.140244960784912, -2.9706320762634277, -1.8462581634521484, -3.082326889038086, -0.7842221260070801, 0.26138195395469666, -1.3963956832885742, -0.18217042088508606, -0.7728661298751831, -6.633731365203857, 0.5628872513771057, 0.7505174875259399, -1.3628641366958618, -2.9380855560302734, -2.7318215370178223, -0.5438832640647888, 1.8444503545761108, -1.5491182804107666, 3.466322660446167, 0.7164940237998962, -2.7331509590148926, 0.6407594084739685, 0.4231046438217163, 2.4789795875549316, -1.7608965635299683, -2.411620616912842, -1.9370238780975342, -1.318812370300293, 0.2646713852882385, -4.59672212600708, -2.389241933822632, -1.5082474946975708, -1.3885265588760376, 1.6161632537841797, -0.5719718337059021, 0.18342049419879913, 0.17788812518119812, -1.021541953086853, -3.6600093841552734, 3.392780065536499, 2.4519524574279785, -2.7180113792419434]"
Беназир Бхутто вновь взята под домашний арест,opencorpora,"[-0.1345278024673462, 1.1264228820800781, -0.769037663936615, -1.0552133321762085, -0.5580921769142151, -0.7881853580474854, 1.5764892101287842, 2.8910439014434814, 1.516160249710083, -1.0148186683654785, 0.45339977741241455, -0.47747519612312317, 0.3811507821083069, 1.6359339952468872, 1.4232388734817505, -0.6461483836174011, -0.7004404664039612, -2.5852317810058594, 3.7911014556884766, 0.4878101050853729, -1.519067645072937, 0.5201394557952881, 1.9303332567214966, -1.1133215427398682, -2.1380012035369873, 1.2304391860961914, -0.906615138053894, -0.09592492133378983, 1.1573940515518188, 0.9291950464248657, 2.0024964809417725, -0.8467115163803101, 0.6511397361755371, 0.6560680270195007, -0.6407004594802856, -1.3844974040985107, -0.2558629512786865, 0.5506669878959656, -0.3254728615283966, 2.0188138484954834, 0.0013213607016950846, 1.4850358963012695, -0.404786080121994, -0.7038809657096863, 2.5392189025878906, -0.5822984576225281, -2.759355068206787, -0.39542508125305176, -4.047430992126465, 1.0476223230361938, 3.13723087310791, 0.8602139353752136, -1.2062594890594482, 1.0541750192642212, -0.5440783500671387, 0.9600595831871033, -0.04366879537701607, 1.499070405960083, 2.955402374267578, -1.1949399709701538, -0.9419345855712891, 0.033937644213438034, 0.8548654913902283, -2.1187613010406494, 1.5546057224273682, 0.7177879810333252, -2.7179393768310547, -0.7239485383033752, -0.1479276865720749, -0.16523225605487823, 0.8579483032226562, -1.2140166759490967, -1.0968623161315918, 0.7527677416801453, 0.8798108100891113, -0.14613349735736847, 2.5101418495178223, 1.5860705375671387, -1.2155040502548218, 0.7163788676261902, 3.8532304763793945, -0.06454470008611679, -1.9316898584365845, -1.0974184274673462, 0.9199053645133972, 0.3104788362979889, -2.1785104274749756, 0.44079357385635376, -2.0889313220977783, 0.11119212210178375, 0.08687036484479904, -0.740336537361145, 0.5613687038421631, 2.180889129638672, -1.6250478029251099, 3.0539021492004395, -1.216607689857483, -0.7700940370559692, -2.091958999633789, -1.30646550655365]"
007824 (diff 'DICOM 'OOXML) ,opencorpora,"[1.3672572374343872, -0.4024658203125, -2.2014336585998535, -0.7233480215072632, -3.407560110092163, -1.1821593046188354, 1.7857158184051514, -0.3582083284854889, -1.4019666910171509, -1.1240087747573853, 1.8462530374526978, 0.09779133647680283, 1.636030673980713, -1.1146161556243896, 1.5435619354248047, -0.3254948854446411, 0.2338799238204956, -0.3204463720321655, 1.910498857498169, 1.7169508934020996, -1.0969816446304321, 2.763812780380249, -0.1830139011144638, 0.37325841188430786, 3.555030107498169, -2.226990222930908, -0.3956330120563507, -0.47749683260917664, -0.7073844075202942, -0.7432059645652771, 1.3284885883331299, 0.22689808905124664, 3.515852928161621, 2.3986682891845703, -0.0904977023601532, 1.5071769952774048, -3.0660905838012695, 1.2888836860656738, -0.6049379706382751, -1.3394200801849365, -2.2536818981170654, -0.46767136454582214, 0.7240371704101562, 2.418537139892578, 1.923504114151001, -1.5874992609024048, 0.7899978160858154, -2.2132749557495117, -3.2292051315307617, -1.4613993167877197, 3.843902111053467, -1.2721433639526367, 0.3732646703720093, 1.3439518213272095, 1.7165119647979736, -0.7059309482574463, -4.38075065612793, -1.2887887954711914, 0.3689548969268799, 0.9956701993942261, -2.9860901832580566, -5.216658592224121, -2.86993145942688, -0.028520654886960983, -1.3168705701828003, -2.1368906497955322, -1.4892162084579468, 3.2516236305236816, 2.1448092460632324, 3.196073293685913, 2.224055767059326, -1.7037369012832642, -2.5165936946868896, -0.612228512763977, 1.8127232789993286, 0.3051711618900299, -1.3196686506271362, -0.46250489354133606, -0.05321092531085014, 3.4082701206207275, -1.9280107021331787, 1.7537281513214111, 2.535477638244629, 0.3674286901950836, -0.40281930565834045, 1.4015538692474365, 1.9153335094451904, -1.9706498384475708, 2.2522287368774414, 0.21110069751739502, -1.5129826068878174, -1.1031653881072998, -2.6943585872650146, 0.02024906501173973, -0.7682438492774963, 1.267233967781067, -0.9855473041534424, -1.5282176733016968, -0.19868417084217072, -1.3268024921417236]"
"18839 «Бритиш Петролеум», её величество нефть и Белый дом: кто опаснее?",opencorpora,"[-4.5749192237854, 4.372800350189209, -0.38383862376213074, 3.1394810676574707, -2.7869455814361572, -3.205477714538574, -0.7345564365386963, -1.764299750328064, -3.050995349884033, -0.5835374593734741, -0.9108327031135559, -3.3768393993377686, -5.107825756072998, 4.032465934753418, 1.7607860565185547, -1.3067421913146973, -1.579445719718933, -1.9620240926742554, -0.751516580581665, 6.087225437164307, 0.6761661171913147, 1.984070897102356, -0.03705983608961105, 2.6189684867858887, 1.1846843957901, -3.1351327896118164, 2.8333663940429688, 1.4106173515319824, 0.038813717663288116, -0.8084760308265686, 2.312270402908325, 3.2253472805023193, -0.12695154547691345, -0.8727529644966125, -1.8352094888687134, -1.5854922533035278, -4.0064802169799805, 4.140782356262207, -3.6251893043518066, 3.012423276901245, 1.6943284273147583, 0.08464425802230835, 6.162663459777832, -0.30630430579185486, 1.3986036777496338, -1.9172115325927734, -2.3788020610809326, 2.334009885787964, -3.824129343032837, 1.7637226581573486, 4.678152084350586, 2.902224540710449, 0.8718935251235962, -2.4981863498687744, 0.6782631874084473, -2.056291103363037, -1.4157688617706299, -2.373014211654663, 2.578202247619629, 0.5083766579627991, -2.217893123626709, -1.9670363664627075, -1.8586629629135132, 2.9327585697174072, 0.8424319624900818, 2.6465158462524414, -0.9607378244400024, -1.341906189918518, 1.1585421562194824, 0.05894789099693298, 1.760467767715454, -0.0504358746111393, -2.5614356994628906, -2.5967063903808594, 2.9671804904937744, -1.1615875959396362, 0.7546002268791199, 4.546451091766357, -1.7844336032867432, 5.402586460113525, 0.6021163463592529, 0.7032199501991272, 3.1547739505767822, 1.2682005167007446, -1.1899313926696777, -0.6211041808128357, -0.23699325323104858, -2.6208534240722656, -0.6700985431671143, 2.0931665897369385, -2.5494794845581055, 0.9447432160377502, 0.5111373662948608, -0.059221673756837845, 0.35450172424316406, -0.5408557653427124, -3.397230863571167, -4.186374664306641, 2.4322171211242676, -1.0554250478744507]"
023272 Эффект нового пользователя ,opencorpora,"[-2.88213849067688, 0.663413941860199, -0.9767382740974426, -1.7985095977783203, -1.3724228143692017, -2.0010268688201904, -1.2831203937530518, 0.4775920808315277, -0.506843626499176, 2.1254777908325195, -0.944122850894928, -3.2310116291046143, -0.8907473683357239, -2.9867396354675293, 1.762666940689087, -1.7292674779891968, -0.6924346685409546, 0.8401750326156616, 0.5451052784919739, 3.1883978843688965, -1.2130060195922852, 5.242987155914307, 0.1029021292924881, -0.5334122776985168, 3.7769858837127686, 0.1714630275964737, 1.4346305131912231, 1.2858061790466309, -1.2506120204925537, -0.4891176223754883, 0.4250951409339905, 0.07831037789583206, 6.379754543304443, 3.2381696701049805, 0.12281712889671326, 1.5801359415054321, -0.3171858489513397, 5.382511615753174, 3.138340711593628, -4.948629856109619, 0.7280184626579285, 2.3844592571258545, 0.923564076423645, -1.2003257274627686, 3.068465232849121, -2.3943331241607666, -1.005318522453308, 0.32475921511650085, -1.7743499279022217, -1.073935866355896, 2.5657055377960205, -0.08502286672592163, -1.5387508869171143, -1.544643521308899, -1.5393315553665161, -0.8119469881057739, -0.6198875308036804, 0.2111402153968811, -1.0866165161132812, -4.8839030265808105, -0.19495956599712372, -5.741657733917236, 1.5552468299865723, -0.19801318645477295, -0.791031002998352, -0.9038738012313843, 2.300889492034912, -2.3914995193481445, 1.7907695770263672, 0.2648126482963562, 2.7325737476348877, -0.6960694193840027, -3.6226205825805664, 0.16159498691558838, 3.710448980331421, -1.115563988685608, -0.7399318218231201, 0.9268011450767517, 2.733933687210083, 0.5428391098976135, -2.096038341522217, 1.1521036624908447, 4.868128776550293, -0.06460360437631607, 1.5238176584243774, 0.33683037757873535, 1.3557476997375488, -1.7992497682571411, -3.349895715713501, 4.290846347808838, -2.1602559089660645, -1.461832880973816, -1.0946465730667114, -1.7680574655532837, 1.2901833057403564, 2.612795829772949, 1.7152100801467896, -0.6037638187408447, 3.048510789871216, -2.393681526184082]"
069071 A plan for spam ,opencorpora,"[-0.289413720369339, 0.47007498145103455, -0.70222008228302, -0.3182368278503418, -0.9093128442764282, -0.7234864234924316, -0.1699916422367096, -0.6431787610054016, 1.5949318408966064, 0.31707096099853516, 0.057402122765779495, -0.24353155493736267, 0.0906635969877243, 1.743782639503479, 0.6598463654518127, -0.6411873698234558, 0.1971602737903595, -0.15167108178138733, -1.2427794933319092, -0.43409332633018494, -0.45600268244743347, 1.3474427461624146, -0.932712972164154, 0.3728835880756378, 2.7202186584472656, 0.5895627737045288, -0.45790475606918335, -0.6590391397476196, 0.3510476350784302, 1.1460236310958862, 1.6319206953048706, -0.13875961303710938, 0.9025852680206299, 1.7569067478179932, 0.46186286211013794, -0.1247885599732399, -0.4636952877044678, 1.6017975807189941, 1.32020902633667, 0.26416298747062683, -1.0591142177581787, 0.8140466213226318, 1.4320204257965088, 1.2665774822235107, 0.6417960524559021, 0.5851291418075562, 0.4340948760509491, -0.5623632073402405, -1.3188329935073853, 0.2087908238172531, 1.43155837059021, -1.7745964527130127, 0.5354084968566895, -0.17525127530097961, 0.3229132890701294, 0.3252042531967163, 0.22807085514068604, 1.8437896966934204, -0.23490935564041138, -0.6863080859184265, -0.39300936460494995, -0.10166219621896744, -0.32834646105766296, -0.1207265853881836, 0.3641444444656372, 2.3358852863311768, -0.6122424006462097, -0.29165175557136536, 0.17248553037643433, 0.557692289352417, 0.5109135508537292, -0.08741466701030731, -0.8948745727539062, -0.21066099405288696, 0.8320982456207275, -1.1717032194137573, 1.134864091873169, -1.5592321157455444, 0.687123715877533, 0.2646542191505432, 0.20997342467308044, 0.47504958510398865, 2.209807872772217, 0.40829896926879883, 0.25028616189956665, 1.1176440715789795, -0.2699374556541443, -0.860072910785675, -0.1485375612974167, -0.31350621581077576, -0.3878960609436035, 0.6106909513473511, 0.3662431240081787, 0.8735949993133545, 1.2835381031036377, -0.4007333815097809, 1.204535722732544, -1.402207612991333, -0.4461275041103363, -0.3549037575721741]"
03029 Театр-смерть,opencorpora,"[-0.25703364610671997, -0.7243504524230957, -1.20933997631073, -4.107844352722168, -0.6442778706550598, -0.5668362975120544, -1.0879560708999634, -3.613377571105957, -2.3082497119903564, 0.7822290658950806, -1.83916437625885, 0.39704057574272156, 1.8634107112884521, -2.491741180419922, -0.6391178965568542, 2.061293125152588, -4.133143901824951, -1.88949453830719, -2.005849838256836, 6.994560718536377, -2.491854667663574, 0.06912752240896225, -0.4650343656539917, -3.913882255554199, 1.6867597103118896, -5.352888584136963, -2.405836343765259, -0.4465758204460144, 0.06742365658283234, -1.4143940210342407, -0.10231339186429977, -1.0654422044754028, -1.2427481412887573, -0.815864622592926, -0.6418607831001282, -4.292051315307617, 5.928985118865967, 0.4347686469554901, 0.1746780276298523, 1.6776491403579712, -3.265537977218628, 2.9596469402313232, 3.242128849029541, -1.2136611938476562, 4.396044731140137, 2.2402188777923584, 1.8924487829208374, 0.1648569256067276, -9.368975639343262, 4.027568817138672, 5.973349094390869, -1.7096256017684937, -1.9422681331634521, 2.248750925064087, -0.2112845778465271, 2.7655277252197266, 2.8715672492980957, -3.563127040863037, 2.6600537300109863, 1.6690548658370972, -2.6944527626037598, -3.825347423553467, -0.477497398853302, -0.23635771870613098, -0.48653990030288696, 1.2666386365890503, 2.3858468532562256, -2.9774560928344727, -0.9081739187240601, -1.2058275938034058, 2.157984972000122, -2.000404119491577, -2.646780014038086, -7.5574445724487305, 4.054319381713867, 1.1286513805389404, -7.689004421234131, 0.37602919340133667, 2.625070333480835, -0.9855303764343262, -0.24716946482658386, -2.2434282302856445, 2.4418137073516846, -0.9301928281784058, 4.217350006103516, -2.205524206161499, 2.769378185272217, -5.442230224609375, -0.1472502052783966, 4.012472629547119, 0.21866197884082794, -1.678918480873108, -2.1040287017822266, 4.082520961761475, 1.512943983078003, 5.404196262359619, -5.18571138381958, 1.1962958574295044, -2.379601240158081, -1.3534196615219116]"
Антидолларовое сукре,opencorpora,"[-0.1735817790031433, 1.4663479328155518, -2.49301815032959, -2.3419206142425537, -2.575428009033203, 1.1937415599822998, -0.5149169564247131, -1.5165423154830933, 0.44100406765937805, -0.7733222246170044, 3.052391529083252, 1.1641398668289185, 4.8012003898620605, 2.037403106689453, 5.191693305969238, -0.5427635908126831, 0.5653836131095886, 1.617040753364563, -0.12140479683876038, 1.2942345142364502, -1.5114353895187378, 2.904618263244629, 0.07443305104970932, 0.2654138505458832, 1.2286354303359985, -0.6813333630561829, -1.52178156375885, 2.677509069442749, -2.745305299758911, -1.8144781589508057, -0.15785832703113556, 1.8146800994873047, 0.3954455852508545, 0.6060271859169006, 0.42316126823425293, -0.8192359209060669, -0.6128482818603516, 2.7931439876556396, -1.1409438848495483, 1.6603240966796875, -1.048554539680481, -1.2256351709365845, 4.4962992668151855, -3.0131099224090576, 1.9915624856948853, -1.808896541595459, -2.2009599208831787, -0.9498907327651978, -2.89595365524292, 0.8967426419258118, 2.4421463012695312, -1.1320523023605347, 1.017505168914795, 1.2248824834823608, -4.409339904785156, 0.7802990078926086, 0.08251700550317764, -1.2113322019577026, -2.211465358734131, 0.6760435700416565, -4.595076084136963, 1.617472767829895, -2.0584592819213867, 1.3210186958312988, -0.9410311579704285, 2.244471549987793, -0.19603398442268372, 2.424001932144165, -1.3957023620605469, -1.1752468347549438, 2.6363954544067383, -0.9275792837142944, -4.260219573974609, 0.01770837791264057, 2.6126835346221924, 0.14355957508087158, 0.8892821669578552, 0.9608843922615051, 0.400591641664505, -0.5192406177520752, -0.9671592116355896, -0.5446441173553467, 2.9689035415649414, -3.7026314735412598, -1.6398675441741943, 0.9101884961128235, -2.6093428134918213, -4.614621639251709, 0.5974578261375427, 0.21257343888282776, -0.41401758790016174, 2.8876843452453613, -0.9426917433738708, -0.6315192580223083, -0.3799310028553009, 3.7192134857177734, -3.057742118835449, -3.57230544090271, 1.3679989576339722, -1.5433753728866577]"
"34276 В России в конце года запустят ""детский интернет"" - в спецзоне .ДЕТИ",opencorpora,"[-3.748326301574707, -1.4051138162612915, -3.1377358436584473, 2.129967451095581, 3.407212257385254, -3.476672649383545, 0.6131941080093384, 2.9625420570373535, 0.187424898147583, 1.9024659395217896, -1.9987651109695435, -0.520516574382782, -0.17142248153686523, -0.14229069650173187, 3.418278932571411, 3.4136877059936523, 1.2318580150604248, 0.5030158162117004, 3.531402826309204, 2.9441254138946533, -1.5028554201126099, -1.8299016952514648, 1.1921896934509277, -1.7411819696426392, 1.2265797853469849, 0.6740826964378357, 2.921637773513794, -1.855420708656311, 1.1247947216033936, -0.002552555175498128, 4.952081203460693, -1.7061069011688232, 2.9533209800720215, -0.9159672856330872, 0.683086633682251, 0.06293466687202454, -1.5467479228973389, 1.6023789644241333, 0.8210819363594055, -2.6227340698242188, -2.5391528606414795, 1.7199745178222656, 3.059990882873535, 3.6670331954956055, -0.23183409869670868, 2.6966397762298584, -2.9783308506011963, -2.360168695449829, -5.354109764099121, 2.5588135719299316, -1.3684114217758179, -2.428842544555664, 1.888128638267517, -2.721864938735962, -0.2236160933971405, 1.5605294704437256, -2.1975927352905273, -0.6362937688827515, 1.0003372430801392, -1.573730230331421, -0.8057273626327515, 0.2000894695520401, 0.4330298602581024, 5.291503429412842, -0.1495562493801117, -0.7911307215690613, 3.388010263442993, 0.22514641284942627, 3.6069767475128174, 1.468697190284729, 0.42478835582733154, 0.37699049711227417, 0.10225339978933334, -4.179129600524902, 4.933046817779541, -1.8056845664978027, 1.3206766843795776, 3.0568606853485107, -1.6113752126693726, 2.866267204284668, 0.349380224943161, 3.3204829692840576, 1.9763991832733154, -5.230624675750732, -0.5089240074157715, 0.03558564558625221, -3.2127954959869385, -1.133595585823059, -3.8673620223999023, 3.035355567932129, -4.927166938781738, 0.33273276686668396, -0.3081327974796295, -3.236926317214966, -0.786531388759613, 0.09875194728374481, -3.1188647747039795, 0.9950464367866516, -1.5835542678833008, -2.733797073364258]"
38059 Митрополит Иларион призвал поклонников Сталина отрезвиться и съездить на Бутовский полигон,opencorpora,"[-1.8451241254806519, 3.792328357696533, 0.5528385639190674, -2.345127820968628, 1.8359544277191162, -1.840196967124939, -0.32124999165534973, -2.751736879348755, -0.924517035484314, 3.5060765743255615, -0.7949883937835693, -4.6180739402771, -2.065045118331909, 0.9787062406539917, 2.239118814468384, 0.38478168845176697, 0.4291030764579773, 0.17620709538459778, 5.420933246612549, -1.1714800596237183, -0.9220110774040222, 2.578951597213745, 2.2659542560577393, 2.959949016571045, 3.2114365100860596, 0.5419191718101501, -6.377078056335449, 0.1437443494796753, -6.207425117492676, 3.885286569595337, 1.7307648658752441, 0.5053563117980957, 0.08668158948421478, 1.9754873514175415, 0.812123715877533, -1.0720698833465576, -1.053484559059143, 0.7013205885887146, -5.29255485534668, -1.6164677143096924, -1.678754210472107, 1.5976412296295166, 2.5044987201690674, -0.32910215854644775, 0.6525006294250488, -0.9167709350585938, -2.456005334854126, -1.375183343887329, -0.16636861860752106, -1.3816496133804321, 3.8776166439056396, 2.1888856887817383, 1.4594731330871582, -1.0623337030410767, -3.0518062114715576, 0.7904970645904541, 1.665025234222412, -2.0039422512054443, 0.9449290633201599, -2.7768101692199707, -0.7008861899375916, 0.5969752669334412, 2.545384645462036, 3.2815821170806885, -2.43874192237854, 0.3155548572540283, -1.1083098649978638, -5.636868476867676, -0.44092991948127747, -0.9398050904273987, 3.4293272495269775, 1.2634650468826294, -1.8192024230957031, -1.7911641597747803, -0.23981010913848877, 0.2977801263332367, 0.7831915020942688, 4.894693374633789, -2.774732828140259, 3.944697380065918, -0.9773238897323608, -1.3503001928329468, 0.9378370046615601, -0.4946955740451813, 4.169536113739014, -1.2402883768081665, -0.0742020457983017, -1.0527853965759277, -2.4623498916625977, -1.2041072845458984, -1.40242600440979, 3.0946874618530273, -1.3586128950119019, 5.808825969696045, 2.1368415355682373, 2.812084674835205, -0.45555806159973145, 0.6388333439826965, -1.6189402341842651, -3.9438295364379883]"
021883 рационализация и оптимизация ,opencorpora,"[-1.2102917432785034, -0.6739122271537781, -0.20388634502887726, -2.861079216003418, -1.0516512393951416, 0.8720998167991638, 1.7114225625991821, 0.7091476321220398, -1.92084801197052, 1.88936448097229, 1.1517338752746582, 2.3159050941467285, -2.107814311981201, -1.0676138401031494, 1.25727117061615, 0.05632635951042175, -0.6368603110313416, 0.7336061596870422, 0.5208604335784912, 2.229043483734131, 2.3845274448394775, 0.5996303558349609, -3.37732195854187, -1.7620961666107178, 1.0671472549438477, 0.2500886023044586, -1.0628951787948608, 1.1461719274520874, 0.909886360168457, 1.685261607170105, 0.03089889883995056, 2.035794973373413, 4.840783596038818, 3.149644136428833, -0.5704813599586487, -1.7714571952819824, -1.087068796157837, 0.6330481767654419, -1.026621699333191, 0.8238160610198975, 1.742821216583252, 2.7055916786193848, 0.20868468284606934, 0.36858201026916504, 1.4220035076141357, 1.7745070457458496, -0.4309054911136627, 0.48870596289634705, -4.010573863983154, 1.1845223903656006, 2.3810715675354004, -0.7461878061294556, 0.3902627229690552, 1.753380298614502, -3.141986608505249, 0.3569994270801544, -1.4856059551239014, 0.034621935337781906, -0.4820980727672577, -2.5752363204956055, -0.47586309909820557, -2.7947006225585938, -4.462700843811035, -0.5001068115234375, -0.11217839270830154, 2.0363869667053223, 0.8347336649894714, -0.4774307608604431, 0.9982060194015503, 0.3088444769382477, 4.04710054397583, -1.395378589630127, -2.7931113243103027, 0.6981555223464966, 0.9149865508079529, -0.7680597305297852, 1.146207332611084, 0.28788331151008606, 1.5739465951919556, 2.2854583263397217, -2.0366625785827637, 2.9231622219085693, 3.120882749557495, 3.0150914192199707, 1.5010595321655273, 2.993610143661499, 0.6019563674926758, -0.7460465431213379, -3.460219144821167, -1.5402940511703491, -0.2617177963256836, 1.0286625623703003, -1.368648886680603, 0.5568581819534302, 0.18452580273151398, -0.6214360594749451, 2.6512701511383057, -0.4021040201187134, -2.6527812480926514, -0.4667908847332001]"
Статья 11. Гласность судебного разбирательства,opencorpora,"[2.427036762237549, -3.058657646179199, 5.810040473937988, -2.329962730407715, -0.7914836406707764, -8.0466890335083, 1.9534984827041626, -4.2953009605407715, -3.092893600463867, -2.1372230052948, 0.5629370808601379, 2.2139320373535156, -1.6963088512420654, 3.030752420425415, 2.0008490085601807, -1.6789677143096924, 2.752319812774658, 1.1313241720199585, 1.7632392644882202, 2.148804187774658, 1.114395022392273, 7.976871967315674, 0.7609881162643433, -3.1432275772094727, 0.7747671604156494, -3.0603246688842773, 0.7979528903961182, -2.6917836666107178, 2.5014395713806152, -3.269477367401123, -2.8705174922943115, 9.533770561218262, -0.9229520559310913, -3.029348611831665, 5.293707370758057, 0.5028337836265564, 3.8535447120666504, 1.7626216411590576, -1.628531813621521, 4.781932353973389, 0.2236398160457611, 1.5665236711502075, -0.5594881772994995, -0.9408477544784546, 1.576238751411438, 1.6315412521362305, 0.46325185894966125, 1.273851752281189, 0.46016445755958557, -0.35484540462493896, 3.078329086303711, 0.8484508395195007, -2.8297650814056396, 0.09913820773363113, 0.12207318097352982, 1.4156653881072998, 1.415308952331543, -1.8085235357284546, 0.5159006714820862, -0.7495087385177612, -1.5605779886245728, -1.4511529207229614, -4.229990005493164, 5.6700334548950195, -4.341325759887695, 1.9954227209091187, -0.8805568814277649, 1.4147257804870605, 0.35098734498023987, 1.3387176990509033, 0.379968523979187, 0.203823983669281, -5.312281131744385, -2.61431884765625, 6.410484790802002, -1.9270445108413696, 3.693786859512329, 3.279414176940918, 4.725080966949463, 1.8428049087524414, 3.5501062870025635, 2.60866379737854, -0.03578917309641838, -2.030060052871704, -5.389634609222412, 2.988248348236084, 1.836440920829773, 4.020916938781738, 2.7948825359344482, -4.132361888885498, 1.3405508995056152, 0.9675889611244202, -2.547649383544922, 4.695504188537598, 0.5341416597366333, -0.6200576424598694, -1.46015202999115, -6.602056980133057, -6.525498867034912, -3.5936992168426514]"
"16313 Отзывы ""друзей""",opencorpora,"[1.1271615028381348, -0.37759384512901306, 1.0628063678741455, -0.8596845865249634, -2.54097580909729, 0.5489889979362488, 1.8714617490768433, 2.6779396533966064, -2.3288984298706055, -0.06863629072904587, -0.24621246755123138, -0.27185335755348206, -0.9582536220550537, -1.392601490020752, 1.7190607786178589, 1.1872169971466064, -1.5160704851150513, 1.0520213842391968, 4.7633819580078125, 1.065346121788025, -0.8913140296936035, 2.0434775352478027, 0.8249586820602417, 0.3389282524585724, 0.34785184264183044, -1.1438621282577515, -5.535065174102783, -1.892085075378418, -1.9646540880203247, 1.7919248342514038, -0.1176348328590393, 1.0941542387008667, -2.3257782459259033, 3.045732259750366, 2.2420670986175537, -0.6098750829696655, -0.8338950872421265, 1.9179219007492065, -0.5431052446365356, 1.4964518547058105, 0.4491482079029083, 0.45770055055618286, 6.479300022125244, 2.728419780731201, 0.40777167677879333, -0.15776792168617249, -2.3845865726470947, 1.3667691946029663, -3.0096545219421387, 1.4296228885650635, 1.3572702407836914, -2.5393760204315186, 2.0248191356658936, -2.9192445278167725, -0.7067970037460327, 1.7948167324066162, -3.063688278198242, -0.1984068751335144, 0.41693198680877686, -4.108397483825684, -4.730953693389893, -1.0415250062942505, -2.4938278198242188, 1.7759398221969604, 0.101046122610569, -1.5186176300048828, 0.0905597060918808, -1.826451301574707, -2.247265338897705, -0.5450505018234253, 3.9788098335266113, -0.7663886547088623, -1.344329595565796, -0.9810375571250916, -0.3645280599594116, 0.9416283369064331, -2.1222457885742188, 1.2862509489059448, -1.1866787672042847, 1.753382682800293, -3.062303304672241, 2.2162811756134033, 3.553062915802002, -2.3596818447113037, -0.42074084281921387, -0.5077378153800964, -0.7639608383178711, 0.5645990371704102, 0.025950513780117035, -3.919456958770752, 0.7492027878761292, -0.0006324676214717329, -1.658884048461914, -0.029777394607663155, 2.7871041297912598, 0.8045823574066162, -2.091984510421753, 3.745450019836426, -0.9034320712089539, 1.0340467691421509]"
